2.426970303058624268e-01,-1.250442624092102051e+00,2.878555297851562500e+00,-1.483891457319259644e-01,-2.800058126449584961e+00,-1.062993764877319336e+00,-5.186528205871582031e+00,1.472960829734802246e+00,-5.601799488067626953e+00,-3.602783083915710449e-01
1.799393594264984131e-01,-8.493012189865112305e-01,3.482535779476165771e-01,6.976092338562011719e+00,-6.279499053955078125e+00,2.635011196136474609e+00,3.909333050251007080e-01,-1.664617896080017090e+00,-3.491774559020996094e+00,3.241834402084350586e+00
-6.125797629356384277e-01,1.453354001045227051e+00,-9.755780696868896484e-01,2.957304716110229492e-01,-8.864883422851562500e+00,-1.644937634468078613e+00,-1.723711848258972168e+00,2.339281320571899414e+00,-4.530342102050781250e+00,-4.971794128417968750e+00
5.915901660919189453e+00,1.274450302124023438e+00,-1.970402479171752930e+00,3.581607580184936523e+00,-6.665155291557312012e-01,-4.986025810241699219e+00,1.021569252014160156e+00,1.448085665702819824e+00,-2.868617296218872070e+00,-5.791463375091552734e+00
-3.175663709640502930e+00,-1.570598036050796509e-01,-1.860645174980163574e+00,-2.305731773376464844e+00,-1.753648519515991211e+00,-2.980468511581420898e+00,-5.686513781547546387e-01,-3.035580635070800781e+00,-5.435505867004394531e+00,-4.798716068267822266e+00
2.894381880760192871e-01,6.404342651367187500e+00,2.331731796264648438e+00,8.541684746742248535e-01,-3.169445276260375977e+00,2.024054080247879028e-01,1.394006371498107910e+00,-1.621364235877990723e+00,-5.115485191345214844e+00,-6.927225589752197266e+00
-2.123441696166992188e+00,-1.021404862403869629e+00,-1.699929356575012207e+00,-1.113694667816162109e+00,-7.066369056701660156e-01,-3.272938251495361328e+00,-2.669612467288970947e-01,-3.516812622547149658e-01,-8.586359024047851562e+00,-3.586721420288085938e+00
-5.026501178741455078e+00,5.195427536964416504e-01,-2.114227533340454102e+00,-3.749088644981384277e-01,-7.809358835220336914e-01,-1.473106265068054199e+00,5.226504206657409668e-01,-4.117576599121093750e+00,-3.668134450912475586e+00,-2.445657968521118164e+00
6.412277698516845703e+00,2.065787464380264282e-01,2.848445892333984375e+00,3.835696935653686523e+00,-5.240065574645996094e+00,-9.423601031303405762e-01,-5.402170181274414062e+00,-5.429250374436378479e-02,-5.227642059326171875e+00,-5.832980155944824219e+00
-6.972031593322753906e-01,-1.200968861579895020e+00,5.271841049194335938e+00,3.551841735839843750e+00,-7.133727073669433594e+00,1.829254031181335449e-01,1.456151366233825684e+00,-2.213435411453247070e+00,-5.349742889404296875e+00,5.635850429534912109e-01
3.191386461257934570e+00,-1.216172575950622559e+00,8.661019802093505859e-01,4.895813941955566406e+00,-2.622401237487792969e+00,-6.820992827415466309e-01,-2.570743560791015625e+00,-1.242501854896545410e+00,-2.181547403335571289e+00,-2.690971136093139648e+00
-5.358088970184326172e+00,2.135255336761474609e+00,-5.780482888221740723e-01,2.122433662414550781e+00,-1.261234641075134277e+00,-1.215348616242408752e-01,-2.833883523941040039e+00,-1.350712060928344727e+00,-5.489598274230957031e+00,-3.913269758224487305e+00
-3.668376922607421875e+00,-4.157339572906494141e+00,2.990586280822753906e+00,9.518871307373046875e+00,2.924011468887329102e+00,-5.239373683929443359e+00,-2.944297790527343750e+00,6.529287815093994141e+00,4.157278060913085938e+00,-8.856990933418273926e-02
1.356604933738708496e+00,2.996055603027343750e+00,2.884307384490966797e+00,5.083154678344726562e+00,-4.740429878234863281e+00,1.683826565742492676e+00,-4.270878791809082031e+00,-1.783091902732849121e+00,2.519566416740417480e-01,-5.857955455780029297e+00
-2.298978805541992188e+00,1.368654966354370117e+00,-1.247648954391479492e+00,5.407608509063720703e+00,-1.681225538253784180e+00,1.964815974235534668e+00,-1.958648681640625000e+00,-2.449896335601806641e+00,-1.728171944618225098e+00,-4.644531250000000000e+00
-2.922433316707611084e-01,-7.777631282806396484e-01,2.930542469024658203e+00,1.715108513832092285e+00,-4.797616958618164062e+00,-5.417562007904052734e+00,-2.163144588470458984e+00,5.558243274688720703e+00,8.063519477844238281e+00,-1.239340972900390625e+01
-5.393028736114501953e+00,1.142610460519790649e-01,-1.065329909324645996e+00,4.631467163562774658e-01,-4.360634803771972656e+00,1.079499602317810059e+00,-5.169170379638671875e+00,-3.105375766754150391e+00,-3.075033426284790039e+00,-6.546389102935791016e+00
-1.477100491523742676e+00,4.662823975086212158e-01,2.897921085357666016e+00,1.983004927635192871e+00,-2.369635105133056641e+00,3.392252445220947266e+00,-4.499664783477783203e+00,-1.920613646507263184e+00,-1.168056607246398926e+00,-3.087912082672119141e+00
4.314159870147705078e+00,1.547532439231872559e+00,2.741104125976562500e+00,1.329328894615173340e+00,-4.289905548095703125e+00,-4.965192317962646484e+00,1.003797411918640137e+00,-5.606610178947448730e-01,-6.783697128295898438e+00,-6.038426876068115234e+00
2.416812181472778320e+00,-1.624743223190307617e+00,-4.372132942080497742e-03,7.309100151062011719e+00,-2.809530735015869141e+00,-3.516561508178710938e+00,-2.632762789726257324e-01,1.494022727012634277e+00,-1.389815449714660645e+00,-4.871213912963867188e+00
7.608865737915039062e+00,1.596614360809326172e+00,3.346118688583374023e+00,7.841216325759887695e-01,-7.307402610778808594e+00,1.045421838760375977e+00,3.926870226860046387e-02,-3.138831377029418945e+00,8.490869998931884766e-01,-5.907227993011474609e+00
-1.115594506263732910e+00,-5.355213209986686707e-02,-6.648645997047424316e-01,-6.419565994292497635e-03,-4.952476501464843750e+00,-3.824758768081665039e+00,-2.504853963851928711e+00,1.034232258796691895e+00,-1.107416915893554688e+01,-6.120297908782958984e+00
-3.021483659744262695e+00,-1.435995101928710938e+00,-6.894468069076538086e-01,-1.259724617004394531e+00,-2.785775184631347656e+00,5.888068079948425293e-01,-5.453255653381347656e+00,-4.194484710693359375e+00,-2.729030847549438477e+00,-5.647681236267089844e+00
-7.735272049903869629e-01,-2.133990287780761719e+00,1.292520284652709961e+00,3.087154388427734375e+00,-3.243722915649414062e-01,2.719057321548461914e+00,-2.090090036392211914e+00,5.027279257774353027e-01,2.618173658847808838e-01,-3.528421401977539062e+00
6.503913998603820801e-01,-2.827414751052856445e+00,5.365451574325561523e-01,-3.747916221618652344e+00,-3.385741472244262695e+00,-5.536161422729492188e+00,-5.143470764160156250e+00,3.082761764526367188e+00,-8.645468711853027344e+00,-1.064497470855712891e+00
5.905309200286865234e+00,-4.030939102172851562e+00,-2.821635723114013672e+00,3.631083011627197266e+00,-6.378079891204833984e+00,-1.505694746971130371e+00,7.111796736717224121e-02,2.473493516445159912e-01,-3.574848890304565430e+00,-5.246675014495849609e+00
5.044872283935546875e+00,5.474125862121582031e+00,9.451838135719299316e-01,-6.120921373367309570e-01,1.954721927642822266e+00,-8.755936622619628906e+00,2.695434808731079102e+00,5.901615619659423828e+00,2.514430284500122070e+00,-1.413853287696838379e+00
2.916343688964843750e+00,3.618381321430206299e-01,1.300936818122863770e+00,2.987405538558959961e+00,-1.746279716491699219e+00,-3.417010009288787842e-01,-2.040114641189575195e+00,-4.594656825065612793e-01,-3.160095930099487305e+00,-3.042828559875488281e+00
1.005297374725341797e+01,-5.439957380294799805e-01,-5.049562454223632812e-01,4.265536308288574219e+00,-2.033190727233886719e+00,-4.311653614044189453e+00,-1.857131004333496094e+00,-3.992920219898223877e-01,-2.196338415145874023e+00,-7.472481727600097656e+00
-7.593563556671142578e+00,-4.203652739524841309e-01,-2.659378647804260254e-01,7.062684297561645508e-01,1.686112046241760254e+00,-3.454568386077880859e+00,-1.234121894836425781e+01,5.117668628692626953e+00,6.172604084014892578e+00,-8.066123962402343750e+00
-2.904928207397460938e+00,-4.880412578582763672e+00,2.656074523925781250e+00,6.495848178863525391e+00,2.664386749267578125e+00,2.207891941070556641e-01,2.418306827545166016e+00,6.077033877372741699e-01,2.460574388504028320e+00,4.865175247192382812e+00
-2.275156825780868530e-01,-1.782857894897460938e+00,3.876760601997375488e-01,1.773689836263656616e-01,1.026703834533691406e+00,-2.621989846229553223e-01,-4.833610534667968750e+00,2.041037082672119141e+00,-5.563848972320556641e+00,-3.206075191497802734e+00
